ID,Square_Feet,Bedrooms,Bathrooms,Location,Year_Built,Condition,Price
530,3936,5.0,3,Rural,1987,Average,501320.0
531,2993,4.0,1,Suburban,2003,New,743320.0
532,1023,,1,Urban,1953,Good,220750.0
533,4958,1.0,3,Rural,1995,Good,740700.0
534,4725,1.0,2,Urban,2012,New,1426500.0
535,4800,1.0,2,Suburban,1999,Average,764000.0
536,2433,3.0,2,Urban,1979,Average,482600.0
537,2952,4.0,2,Suburban,2022,Average,521320.0
538,1310,5.0,2,Rural,1965,New,237800.0
539,1184,2.0,1,Suburban,2001,Good,239800.0
540,1204,4.0,3,Urban,1953,Old,165600.0
541,2800,3.0,2,Urban,1975,Average,552000.0
542,3556,3.0,3,Urban,1978,New,1066800.0
543,2468,,2,Suburban,1960,New,549320.0
544,2260,,1,Urban,1973,Average,447000.0
545,4436,1.0,2,Urban,2000,New,1327800.0
546,3524,2.0,2,Suburban,1991,Average,561840.0
547,4978,1.0,3,Urban,1988,Average,985600.0
548,2848,,3,Suburban,1956,Average,423680.0
549,4946,3.0,1,Urban,1967,Good,1234790.7379986604
550,1516,1.0,3,Urban,1952,New,408800.0
551,2623,1.0,3,Urban,2012,Old,407450.0
552,2881,5.0,3,Rural,1969,Good,443150.0
553,4219,3.0,1,Urban,2022,Average,877800.0
554,2374,5.0,1,Urban,2019,New,763200.0
555,1049,2.0,1,Suburban,1966,Old,93880.0
556,1473,2.0,3,Suburban,2008,Average,255680.0
557,2965,3.0,3,Urban,2003,New,914500.0
558,1570,,1,Suburban,1962,Average,215200.0
559,4762,3.0,3,Urban,1991,Old,727300.0
560,2784,2.0,3,Urban,1993,New,886718.7667146155
561,1877,4.0,2,Suburban,2016,Old,242018.67236604146
562,1035,1.0,1,Urban,2021,Average,220000.0
563,1188,4.0,1,Rural,1969,Average,133560.0
564,3837,3.0,3,Urban,1996,Old,640114.9111452108
565,2648,3.0,3,Suburban,1973,Good,524600.0
566,3614,4.0,2,Urban,2000,Good,930500.0
567,4174,1.0,1,Suburban,1967,New,960760.0
568,4078,1.0,1,Urban,1972,New,1187400.0
569,2052,5.0,3,Rural,1950,Good,299800.0
570,4781,2.0,1,Urban,2015,Old,734150.0
571,2922,5.0,3,Suburban,1954,Average,463520.0
572,2950,1.0,2,Suburban,1967,Average,436000.0
573,2129,,3,Urban,1984,New,654700.0
574,2158,2.0,2,Urban,1974,New,628400.0
575,3282,4.0,3,Suburban,1973,Average,530120.0
576,2817,5.0,2,Urban,1962,Good,703250.0
577,2131,3.0,2,Suburban,1970,New,498440.0
578,2158,4.0,1,Urban,1988,Average,441600.0
579,3977,5.0,3,Rural,1983,New,740860.0
580,2928,5.0,1,Suburban,1968,Good,585600.0
581,2980,5.0,1,Urban,1977,Old,456000.0
582,937,3.0,3,Urban,1960,New,263100.0
583,4272,3.0,1,Urban,1998,Average,864400.0
584,3632,,1,Urban,1984,Good,904000.0
585,4379,2.0,1,Urban,2006,Average,883800.0
586,3831,3.0,3,Suburban,1977,Good,765200.0
587,4964,3.0,1,Suburban,2015,Old,622680.0
588,3393,3.0,1,Urban,2014,Old,534950.0
589,4618,4.0,1,Suburban,2022,Average,782880.0
590,4938,3.0,3,Urban,1971,Old,733700.0
591,4623,2.0,2,Urban,2000,New,1393900.0
592,4842,5.0,2,Urban,1958,Good,1205500.0
593,2706,,2,Suburban,2020,Good,588200.0
594,1560,1.0,2,Rural,1985,Good,216000.0
595,4245,3.0,1,Urban,2003,Old,651750.0
596,1699,5.0,3,Urban,1987,Old,283850.0
597,3747,5.0,1,Urban,2015,New,1171100.0
598,2519,4.0,3,Rural,1992,Old,250710.0
599,1080,1.0,1,Urban,1954,Good,216000.0
600,4066,2.0,2,Suburban,1986,New,968840.0
601,2687,5.0,2,Suburban,2007,New,688880.0
602,4066,5.0,3,Urban,2012,Good,1070500.0
603,1466,5.0,1,Suburban,2000,Average,266560.0
604,4988,5.0,2,Urban,2021,Old,806200.0
605,1471,4.0,3,Suburban,1992,Old,200520.0
606,2769,1.0,1,Urban,2016,Good,700250.0
607,4956,5.0,3,Rural,2016,Average,652720.0
608,3922,2.0,1,Rural,2014,Old,368980.0
609,4700,2.0,1,Suburban,2011,Average,765000.0
610,1323,3.0,1,Urban,2012,Good,354750.0
611,3193,5.0,3,Suburban,1979,Good,659600.0
612,3917,5.0,3,Urban,1987,Average,812400.0
613,3393,5.0,1,Urban,2000,Good,880250.0
614,2768,5.0,2,Urban,1987,Good,716000.0
615,2553,5.0,1,Suburban,2016,New,660720.0
616,3096,2.0,3,Suburban,1997,Average,504360.0
617,3061,1.0,1,Rural,1961,Old,228490.0
618,3086,1.0,3,Suburban,1969,Old,341320.0
619,3678,3.0,1,Suburban,2021,New,995198.1033533826
620,4943,2.0,1,Suburban,1951,Good,941600.0
621,4444,5.0,2,Rural,2004,Good,707600.0
622,2855,1.0,2,Urban,1955,New,808500.0
623,2076,4.0,3,Urban,2011,New,665800.0
624,3566,4.0,1,Urban,1998,Good,911500.0
625,1102,4.0,3,Suburban,2003,Average,211320.0
626,1438,5.0,1,Suburban,1959,New,336120.0
627,855,5.0,1,Rural,1973,Average,107600.0
628,1325,3.0,1,Rural,1978,Old,109250.0
629,4923,3.0,2,Urban,1955,Good,1202750.0
630,2925,,3,Urban,2007,Average,666793.7393030383
631,4087,4.0,1,Urban,2006,Average,845400.0
632,1164,5.0,1,Urban,1952,Good,277209.8133283906
633,2446,4.0,3,Urban,1973,Good,616500.0
634,1718,3.0,3,Suburban,1968,Old,196160.0
635,3597,5.0,1,Urban,1958,Good,889250.0
636,2331,2.0,2,Suburban,1979,Average,358960.0
637,4145,1.0,2,Urban,1993,New,1233500.0
638,2706,1.0,1,Urban,2002,Good,670500.0
639,3886,3.0,2,Suburban,2017,Good,811200.0
640,2875,4.0,3,Suburban,2009,New,731000.0
641,1513,2.0,2,Urban,1972,Good,356768.5202819501
642,1862,,3,Suburban,2010,Good,424400.0
643,2776,4.0,3,Urban,1956,New,820800.0
644,2096,3.0,3,Suburban,1993,Average,350360.0
645,925,4.0,3,Urban,2004,Old,174750.0
646,4396,3.0,2,Suburban,1988,Old,532520.0
647,4083,1.0,3,Urban,2008,Old,622450.0
648,2403,1.0,1,Suburban,1954,Average,330480.0
649,866,4.0,3,Suburban,1991,Old,126920.0
650,1032,2.0,1,Urban,1963,Average,162440.04588913472
651,2956,5.0,3,Rural,1976,Good,461400.0
652,1969,3.0,3,Urban,1965,Old,269248.28059887426
653,2958,,2,Suburban,1951,New,697920.0
654,2293,1.0,3,Urban,1968,Average,428600.0
655,4807,2.0,3,Suburban,1972,Old,560840.0
656,3272,2.0,2,Suburban,1990,New,782280.0
657,3460,5.0,2,Urban,1963,Old,519000.0
658,3539,1.0,1,Urban,1996,Average,695800.0
659,2561,5.0,2,Suburban,2012,Average,458760.0
660,4314,4.0,1,Suburban,1957,Good,841800.0
661,2775,2.0,3,Rural,1976,Average,325215.888386214
662,3162,2.0,1,Urban,1989,Old,465300.0
663,1676,4.0,2,Urban,1977,Average,339200.0
664,4612,,3,Suburban,2017,New,1125880.0
665,4248,2.0,1,Suburban,2010,Good,861600.0
666,2112,3.0,1,Rural,1987,Good,315800.0
667,2260,3.0,1,Urban,1973,Average,437000.0
668,3509,1.0,3,Urban,1977,Old,505350.0
669,3124,4.0,1,Suburban,1990,Good,636800.0
670,2533,5.0,1,Urban,1967,Old,378950.0
671,2405,1.0,2,Suburban,1998,Old,283600.0
672,3363,5.0,1,Urban,1975,New,1015900.0
673,4221,1.0,3,Urban,1952,Good,1009250.0
674,4317,3.0,2,Suburban,1987,Average,694720.0
675,3197,4.0,3,Urban,1963,Old,474550.0
676,4535,3.0,2,Urban,1950,Good,1100750.0
677,3670,4.0,2,Rural,1960,Good,537500.0
678,1960,5.0,1,Rural,1989,Old,197400.0
679,1042,1.0,3,Rural,1953,Average,80040.0
680,3390,2.0,1,Rural,1983,Good,493500.0
681,1863,2.0,2,Urban,2014,Good,486750.0
682,3395,4.0,1,Urban,2005,Average,706000.0
683,1719,4.0,2,Urban,1959,Old,243850.0
684,805,3.0,2,Suburban,2020,Old,133600.0
685,1267,2.0,3,Suburban,2013,Old,177040.0
686,4970,3.0,3,Suburban,1962,Old,580400.0
687,803,5.0,3,Rural,1971,Average,109360.0
688,1445,,3,Suburban,2005,New,363800.0
689,917,5.0,1,Urban,2014,Average,229400.0
690,3728,1.0,3,Urban,1962,Average,709600.0
691,3351,3.0,3,Urban,1950,Old,474650.0
692,1646,4.0,3,Urban,1987,Good,430500.0
693,3562,2.0,2,Urban,2007,Average,726400.0
694,1941,3.0,2,Suburban,1974,Old,223920.0
695,2610,4.0,3,Urban,1991,Good,675500.0
696,1523,1.0,2,Suburban,1982,Average,222680.0
697,1024,2.0,2,Urban,2006,New,320200.0
698,2848,5.0,1,Rural,1986,New,530640.0
699,2373,1.0,2,Suburban,2006,Old,287760.0
700,2628,4.0,1,Rural,2011,Good,427200.0
701,2717,2.0,2,Urban,1952,Good,638250.0
702,2826,2.0,3,Urban,1979,Old,414900.0
703,4544,1.0,2,Suburban,2016,Old,558280.0
704,1701,2.0,2,Urban,2012,Good,444250.0
705,2839,4.0,1,Urban,1972,New,845700.0
706,809,1.0,3,Urban,2021,New,265700.0
707,1060,,1,Urban,2022,Average,266000.0
708,2473,1.0,3,Rural,2015,Average,313760.0
709,3019,1.0,3,Urban,2010,Good,766750.0
710,2860,5.0,1,Rural,1951,New,497800.0
711,4513,4.0,2,Urban,1976,Average,905600.0
712,2419,3.0,3,Urban,1997,New,744700.0
713,1120,3.0,2,Suburban,2012,New,302060.6204835353
714,2142,5.0,1,Suburban,1954,Good,414400.0
715,3176,4.0,1,Suburban,1950,New,734240.0
716,3632,2.0,1,Suburban,1971,Good,699400.0
717,3624,5.0,1,Urban,1973,Average,729800.0
718,2794,3.0,3,Urban,2008,Old,449100.0
719,3758,4.0,1,Urban,1999,New,1148400.0
720,2838,1.0,2,Urban,1972,Old,394700.0
721,4290,4.0,2,Rural,1967,Old,380100.0
722,4477,,3,Rural,1971,Good,674550.0
723,1918,3.0,1,Urban,1993,New,580400.0
724,2404,3.0,3,Suburban,1993,New,591960.0
725,4827,2.0,3,Suburban,1986,Average,770320.0
726,1035,2.0,3,Urban,1956,Old,123250.0
727,2769,5.0,1,Urban,1973,Old,420350.0
728,2708,,2,Urban,1990,Good,664000.0
729,1175,,2,Suburban,2019,New,308000.0
730,4330,3.0,3,Urban,2020,New,1341000.0
731,3435,4.0,3,Rural,1967,Old,308150.0
732,2370,5.0,2,Urban,2021,Average,532000.0
733,3360,2.0,2,Urban,2009,Old,520000.0
734,4191,4.0,1,Urban,2001,New,1280300.0
735,3765,4.0,3,Suburban,1998,Good,783000.0
736,4443,2.0,1,Suburban,2016,Good,906600.0
737,4650,1.0,2,Suburban,1994,Good,921000.0
738,1672,1.0,2,Urban,1958,New,456600.0
739,2052,5.0,2,Urban,1975,New,627600.0
740,2114,1.0,2,Urban,1975,Good,500500.0
741,3698,5.0,1,Urban,1979,New,1120400.0
742,877,3.0,2,Suburban,1976,Average,133320.0
743,3421,2.0,3,Urban,1953,Good,820250.0
744,1400,4.0,2,Urban,2000,Average,307000.0
745,1865,5.0,3,Urban,2019,Average,434000.0
746,2936,1.0,2,Urban,1959,New,836800.0
747,3249,5.0,1,Suburban,1985,New,796760.0
748,3143,5.0,3,Suburban,1995,Good,665600.0
749,2663,1.0,1,Suburban,1955,New,586120.0
750,2118,1.0,2,Suburban,2019,Average,354880.0
751,4397,2.0,1,Urban,1952,New,1273100.0
752,4562,4.0,2,Suburban,1999,Good,938400.0
753,2990,2.0,1,Urban,1991,Old,441500.0
754,1792,2.0,1,Suburban,2003,Old,220040.0
755,3512,1.0,3,Suburban,1988,New,832880.0
756,2992,1.0,2,Suburban,2004,Old,360040.0
757,2048,4.0,1,Urban,1960,Average,391600.0
758,3854,5.0,2,Rural,1979,Old,362860.0
759,4833,2.0,3,Suburban,2005,Old,596960.0
760,2797,4.0,1,Suburban,1978,Average,447520.0
761,4487,2.0,2,Urban,1966,Good,1094750.0
762,2951,5.0,1,Urban,1982,Old,456650.0
763,4818,2.0,1,Urban,1970,Old,694700.0
764,3910,3.0,1,Urban,1959,Old,557500.0
765,2770,4.0,1,Suburban,1988,Good,564000.0
766,997,1.0,3,Suburban,1996,New,237280.0
767,3426,2.0,3,Urban,2001,New,1040800.0
768,2002,4.0,2,Suburban,1990,Good,417400.0
769,2835,4.0,2,Urban,1996,Average,590000.0
770,1277,2.0,1,Urban,2022,New,407100.0
771,2054,1.0,1,Rural,2020,Good,320100.0
772,1722,1.0,1,Suburban,1992,Good,328400.0
773,1219,2.0,3,Suburban,1986,Average,193040.0
774,3004,4.0,1,Urban,2022,Good,795000.0
775,3397,1.0,2,Urban,2013,New,1029100.0
776,1920,2.0,1,Urban,2020,New,598000.0
777,3868,,3,Urban,2009,Good,988000.0
778,1750,2.0,1,Urban,1974,Good,413500.0
779,3136,4.0,3,Suburban,1971,Average,504760.0
780,3043,1.0,3,Urban,1992,Average,602600.0
781,3445,4.0,3,Urban,2020,Old,568750.0
782,2657,3.0,3,Suburban,2019,Good,572400.0
783,2665,1.0,2,Rural,1985,Old,221850.0
784,3712,4.0,3,Rural,1995,Old,361080.0
785,3653,1.0,2,Suburban,1971,Old,406360.0
786,4028,3.0,2,Urban,1984,Old,605200.0
787,4519,5.0,1,Urban,1996,New,1383700.0
788,4028,2.0,1,Suburban,1982,Average,628480.0
789,3171,4.0,3,Suburban,1962,Good,628200.0
790,3691,3.0,1,Suburban,2005,Average,607560.0
791,4556,3.0,3,Urban,2016,Average,949200.0
792,894,1.0,1,Urban,1962,Average,132800.0
793,3474,1.0,3,Suburban,1999,Average,556840.0
794,2755,2.0,1,Urban,2006,Average,559000.0
795,1593,1.0,1,Suburban,1977,Average,223880.0
796,2634,4.0,2,Rural,2014,New,515120.0
797,2916,4.0,1,Suburban,1973,Average,461560.0
798,4906,4.0,1,Urban,2016,Good,1264500.0
799,4125,5.0,3,Urban,1956,Good,1029250.0
800,3719,4.0,2,Urban,1973,Old,557850.0
801,3397,1.0,3,Suburban,1958,Old,367640.0
802,4005,1.0,1,Suburban,1964,Average,596800.0
803,1614,4.0,3,Urban,2005,Old,279100.0
804,1145,3.0,2,Urban,1966,Old,154750.0
805,3149,3.0,3,Urban,1968,Average,619800.0
806,1162,3.0,1,Rural,1958,Old,74580.0
807,3243,2.0,3,Suburban,2013,Good,673600.0
808,3065,5.0,1,Urban,2006,Average,651000.0
809,2988,4.0,2,Rural,1987,Good,462200.0
810,3805,2.0,2,Suburban,1957,Good,725000.0
811,4081,3.0,3,Suburban,1955,New,956440.0
812,1784,4.0,2,Suburban,1998,New,453160.0
813,2439,2.0,3,Suburban,1994,Old,298680.0
814,1627,1.0,1,Urban,1970,Good,368750.0
815,3530,3.0,3,Suburban,1983,Old,428600.0
816,4331,2.0,1,Suburban,1961,Average,655960.0
817,3735,1.0,2,Urban,1988,Good,918750.0
818,4676,3.0,1,Urban,1955,Old,655917.8052159632
819,926,5.0,1,Urban,1981,Good,244500.0
820,3977,3.0,1,Urban,2009,Old,617550.0
821,3856,5.0,1,Urban,1957,Average,760200.0
822,1403,5.0,1,Suburban,1987,New,355720.0
823,4249,5.0,3,Urban,1968,Good,1072250.0
824,4946,4.0,1,Urban,2004,Old,767900.0
825,4333,4.0,1,Rural,1958,New,759940.0
826,4167,5.0,1,Suburban,2001,Average,699720.0
827,4168,1.0,1,Urban,1977,New,1219400.0
828,4597,5.0,1,Urban,2011,Average,962400.0
829,2592,2.0,1,Suburban,1997,Old,310040.0
830,3661,5.0,2,Suburban,1988,Average,610760.0
831,4276,4.0,3,Urban,2002,New,1442750.801111959
832,4217,,1,Rural,2012,Old,413530.0
833,2445,2.0,3,Suburban,1968,Old,273400.0
834,2005,2.0,2,Suburban,1982,Good,390000.0
835,3830,,2,Urban,2013,Old,604500.0
836,3672,1.0,1,Urban,1975,Old,517800.0
837,3872,1.0,3,Urban,1994,Old,576800.0
838,2654,1.0,1,Urban,1950,Good,605500.0
839,4821,4.0,2,Urban,2015,Average,1006200.0
840,3508,1.0,2,Urban,1984,New,1033400.0
841,4302,3.0,3,Suburban,1994,Old,532240.0
842,2132,3.0,1,Urban,1982,New,633600.0
843,1001,,3,Urban,2018,New,320300.0
844,4307,2.0,3,Rural,1980,Old,379630.0
845,1374,3.0,2,Urban,2013,New,442200.0
846,1336,2.0,3,Suburban,1964,Average,189760.0
847,2425,4.0,2,Suburban,1995,New,604000.0
848,2922,3.0,1,Rural,1997,New,534960.0
849,1185,2.0,3,Suburban,2017,Good,266000.0
850,4081,1.0,3,Urban,1989,Average,807200.0
851,1274,4.0,1,Rural,1950,New,201320.0
852,1217,5.0,3,Urban,1969,Old,193550.0
853,4400,5.0,1,Suburban,1971,New,1059000.0
854,1754,1.0,2,Urban,2003,Old,263100.0
855,2005,4.0,2,Suburban,2014,Average,361800.0
856,4920,4.0,3,Suburban,1964,Average,783200.0
857,2790,4.0,2,Suburban,2010,Good,595000.0
858,4372,4.0,2,Suburban,1963,Old,514640.0
859,4958,5.0,1,Urban,2018,Old,793700.0
860,3513,2.0,2,Urban,1998,Average,707600.0
861,3003,4.0,2,Suburban,1955,Old,342360.0
862,3920,2.0,2,Urban,1990,Old,585000.0
863,1766,4.0,1,Urban,1980,New,531800.0
864,4232,3.0,3,Suburban,2013,Good,881400.0
865,1488,3.0,1,Rural,2000,New,279840.0
866,4501,3.0,3,Urban,2008,Average,930200.0
867,1141,4.0,3,Suburban,2004,Old,172920.0
868,2524,2.0,2,Urban,1998,Old,383600.0
869,2592,5.0,2,Urban,1989,Average,544400.0
870,2559,1.0,1,Urban,1964,Old,339850.0
871,4012,5.0,1,Suburban,2019,Average,692920.0
872,1789,4.0,1,Suburban,2014,Good,393800.0
873,3062,3.0,2,Urban,1956,Old,432300.0
874,3282,3.0,3,Suburban,2011,New,820680.0
875,1751,2.0,1,Urban,2003,New,530300.0
876,1522,4.0,3,Urban,2001,Good,413500.0
877,4189,5.0,2,Suburban,2000,Average,707240.0
878,2879,4.0,2,Urban,1953,Old,411850.0
879,3517,4.0,2,Urban,1950,Old,504550.0
880,3132,3.0,2,Suburban,2015,New,783680.0
881,4176,5.0,3,Suburban,1984,Average,694160.0
882,2300,1.0,3,Suburban,1959,Average,329000.0
883,1085,3.0,1,Urban,2016,Old,190750.0
884,4295,5.0,3,Urban,2017,Old,703250.0
885,2865,2.0,3,Suburban,2014,New,713600.0
886,1568,3.0,3,Urban,2000,Average,335600.0
887,3857,2.0,1,Suburban,1979,Old,443840.0
888,2961,3.0,3,Suburban,1988,Old,365320.0
889,4093,4.0,3,Suburban,1959,New,973320.0
890,1746,5.0,3,Urban,1993,New,558800.0
891,4135,2.0,2,Rural,1981,Old,384727.7818812327
892,4950,3.0,3,Suburban,1993,Good,1005000.0
893,2281,2.0,1,Suburban,2012,New,610855.1154331076
894,2701,3.0,1,Suburban,2010,Old,346120.0
895,4251,3.0,1,Urban,2014,Good,1088750.0
896,4864,1.0,1,Urban,1990,Old,711600.0
897,854,1.0,2,Suburban,1961,Average,94640.0
898,2623,1.0,1,Urban,1951,Good,598750.0
899,4262,2.0,2,Urban,2022,Average,881400.0
900,3879,4.0,2,Urban,2009,Old,617850.0
901,1632,3.0,2,Urban,1974,Good,399000.0
902,3606,5.0,1,Suburban,2010,Average,618960.0
903,3290,1.0,1,Rural,1971,New,555200.0
904,1127,2.0,2,Urban,2005,Good,293750.0
905,4110,2.0,2,Suburban,1970,New,963400.0
906,4100,2.0,1,Suburban,2004,New,990000.0
907,4475,5.0,3,Suburban,1989,Average,747000.0
908,3854,5.0,3,Urban,2000,Old,620100.0
909,2943,1.0,3,Suburban,1971,Average,443880.0
910,2111,,1,Rural,1977,Old,198990.0
911,3991,1.0,1,Urban,1953,Average,743200.0
912,3338,5.0,2,Suburban,1975,Average,546080.0
913,4783,,1,Rural,2009,Good,758450.0
914,964,5.0,1,Suburban,1972,Old,119680.0
915,1622,1.0,1,Suburban,1990,New,371280.0
916,1743,3.0,2,Rural,2007,Old,180870.0
917,1574,1.0,2,Urban,1957,Old,190100.0
918,2998,3.0,3,Suburban,2000,Average,501680.0
919,3956,2.0,3,Urban,2010,New,1208800.0
920,4495,2.0,1,Urban,1950,Good,1075750.0
921,4252,,1,Suburban,1979,Average,651320.0
922,1714,3.0,2,Urban,1966,Good,411500.0
923,2108,3.0,3,Urban,1972,Good,521000.0
924,4977,3.0,3,Urban,1973,Old,741550.0
925,1313,2.0,3,Urban,2018,New,423900.0
926,2720,1.0,1,Urban,2001,Old,401000.0
927,4394,4.0,1,Suburban,2020,New,1096560.0
928,2209,3.0,1,Urban,2007,Good,571250.0
929,3990,3.0,2,Suburban,1971,Old,466800.0
930,2355,4.0,3,Suburban,2008,Good,511000.0
931,1604,1.0,2,Urban,1993,Average,310800.0
932,2079,3.0,3,Rural,1986,New,382220.0
933,4377,1.0,1,Suburban,1983,Good,850400.0
934,3701,3.0,2,Urban,2006,Good,948250.0
935,2187,5.0,2,Rural,2006,New,436660.0
936,3561,3.0,1,Suburban,1989,Good,713200.0
937,3479,5.0,3,Urban,1969,Average,706800.0
938,2906,1.0,3,Suburban,1966,Good,549200.0
939,3568,,3,Suburban,2001,Good,736600.0
940,4753,2.0,3,Suburban,1953,New,1105720.0
941,3986,2.0,1,Suburban,2012,New,970640.0
942,4080,,1,Urban,1999,Average,837000.0
943,3373,2.0,1,Rural,1999,Good,506950.0
944,3399,5.0,1,Suburban,1965,Old,404880.0
945,4833,2.0,2,Suburban,2021,Average,801280.0
946,1036,2.0,2,Urban,2010,Old,172400.0
947,2104,2.0,2,Suburban,1993,Good,420800.0
948,4230,3.0,1,Suburban,1967,Good,825000.0
949,2101,,3,Suburban,1999,New,535240.0
950,3341,1.0,2,Rural,1979,Average,376920.0
951,2851,,2,Rural,1998,Old,281590.0
952,1241,5.0,1,Urban,1970,Good,312250.0
953,2876,3.0,3,Suburban,1971,Good,568200.0
954,3980,3.0,3,Urban,1996,New,1212000.0
955,3457,2.0,3,Urban,1974,New,1023100.0
956,4598,2.0,1,Urban,2005,New,1386400.0
957,1604,5.0,3,Suburban,2013,Average,311640.0
958,874,,2,Rural,1977,Average,98880.0
959,2975,1.0,2,Urban,1982,Good,722750.0
960,4724,4.0,2,Urban,2015,Old,750600.0
961,2889,3.0,1,Rural,1953,Average,311680.0
962,840,1.0,3,Suburban,1961,New,164600.0
963,2881,1.0,1,Urban,1966,New,822300.0
964,2422,4.0,3,Suburban,1985,Average,404520.0
965,1141,1.0,1,Suburban,1965,Good,185200.0
966,4852,5.0,2,Rural,1972,Good,770122.1011861357
967,2874,1.0,1,Urban,2021,Good,731500.0
968,1445,5.0,1,Urban,1958,Good,351250.0
969,1409,1.0,1,Urban,2004,New,418700.0
970,1254,2.0,2,Urban,2022,Average,279800.0
971,3753,1.0,1,Suburban,2013,New,905720.0
972,2508,5.0,1,Rural,1996,Old,253720.0
973,4272,1.0,2,Suburban,2016,Good,867400.0
974,3769,1.0,3,Rural,1959,Good,526350.0
975,3828,,1,Rural,1953,Old,289520.0
976,3481,5.0,2,Urban,1979,Old,538150.0
977,4429,1.0,1,Urban,1960,New,1280700.0
978,3867,4.0,2,Suburban,2000,Old,491040.0
979,2186,4.0,3,Urban,1968,Good,546500.0
980,4576,5.0,3,Suburban,1962,Old,553120.0
981,3666,2.0,1,Urban,2006,New,1107800.0
982,4163,4.0,2,Suburban,1952,Old,478560.0
983,4924,3.0,3,Suburban,1987,Old,599880.0
984,948,4.0,3,Urban,1976,New,292400.0
985,4650,3.0,2,Suburban,1959,New,1092000.0
986,2858,5.0,1,Urban,2002,New,891400.0
987,1936,2.0,3,Urban,1976,Good,472000.0
988,986,3.0,3,Suburban,1956,Good,175200.0
989,3654,3.0,3,Urban,1962,Old,532100.0
990,2050,4.0,1,Suburban,2021,Good,453000.0
991,2133,,3,Urban,2009,Average,457600.0
992,4993,5.0,2,Suburban,1963,New,1198320.0
993,4950,5.0,1,Suburban,1993,Average,817000.0
994,3511,5.0,3,Urban,2019,New,1114300.0
995,2585,4.0,2,Urban,1977,Old,391750.0
996,1550,2.0,2,Suburban,1972,New,351000.0
997,2562,4.0,1,Urban,1961,Good,623500.0
998,4720,5.0,2,Urban,1973,Old,718000.0
999,1281,4.0,1,Suburban,2000,New,341251.56541353225
1000,953,5.0,1,Urban,1971,Old,145950.0
1001,2324,1.0,1,Suburban,2011,Old,281880.0
1002,2920,1.0,2,Suburban,1975,Old,322400.0
1003,3143,3.0,1,Urban,2007,Average,647600.0
1004,2040,2.0,1,Urban,2020,Good,532000.0
1005,860,1.0,2,Urban,1964,Old,90000.0
1006,1738,5.0,1,Suburban,2017,Good,396600.0
1007,2439,4.0,3,Urban,1955,New,718700.0
1008,4920,4.0,2,Urban,1951,Old,716000.0
1009,4369,3.0,2,Urban,1980,Good,1089250.0
1010,2052,4.0,2,Urban,1973,Old,307800.0
1011,971,1.0,3,Suburban,1984,Average,153096.27242572952
1012,2258,4.0,1,Urban,1996,New,695400.0
1013,4349,1.0,2,Urban,1980,Average,846800.0
1014,4997,1.0,2,Urban,2021,Old,767550.0
1015,3122,,2,Urban,1951,Good,738500.0
1016,2436,3.0,3,Urban,2008,Old,395400.0
1017,3915,5.0,3,Urban,2012,Old,641250.0
1018,4890,1.0,3,Urban,1966,Old,701500.0
1019,3804,3.0,1,Suburban,2003,Average,623640.0
1020,1129,5.0,1,Urban,1970,Average,227800.0
1021,4440,4.0,3,Suburban,1971,Good,891000.0
1022,4694,3.0,1,Urban,2004,New,1424200.0
1023,4907,3.0,3,Suburban,1978,New,1177680.0
1024,2141,3.0,1,Urban,1970,Good,517250.0
1025,4463,4.0,1,Rural,1951,Old,374670.0
1026,1015,4.0,3,Suburban,1991,New,266600.0
1027,1138,3.0,2,Urban,2001,Average,245600.0
1028,4862,2.0,2,Urban,1987,Good,1209500.0
1029,3508,1.0,1,Suburban,1952,Good,645600.0
1030,3952,4.0,1,Rural,1974,Old,351680.0
1031,2550,2.0,1,Urban,2011,New,778000.0
1032,3221,4.0,1,Urban,1964,New,952300.0
1033,1509,3.0,1,Urban,2019,Old,257350.0
1034,4526,2.0,1,Urban,1959,Good,1092500.0
1035,4442,,3,Urban,2022,Good,1174500.0
1036,4793,1.0,2,Urban,2018,Good,1213250.0
1037,1288,,2,Urban,1993,Good,312000.0
1038,846,4.0,3,Urban,1990,Average,191200.0
1039,4159,1.0,3,Suburban,1969,Average,636440.0
1040,1200,5.0,2,Suburban,1986,Good,263000.0
1041,4790,2.0,2,Urban,1988,Good,1118471.128318535
1042,3957,2.0,1,Suburban,2019,Good,812400.0
1043,1190,3.0,2,Urban,1957,Average,202103.33360995178
1044,4653,2.0,1,Urban,1992,Old,691950.0
1045,1428,4.0,1,Suburban,1959,New,323720.0
1046,3730,5.0,2,Suburban,1990,Average,623800.0
1047,2321,3.0,1,Suburban,1953,Good,429200.0
1048,1626,4.0,1,Urban,1953,Good,381500.0
1049,2300,4.0,3,Urban,1973,Good,580000.0
1050,4094,4.0,2,Suburban,1970,Good,815800.0
1051,3219,1.0,3,Urban,1959,Old,443850.0
1052,1734,4.0,1,Urban,1995,Average,363800.0
1053,3842,1.0,1,Suburban,2019,New,933080.0
1054,2266,2.0,3,Urban,1993,Good,571500.0
1055,4361,1.0,3,Urban,1982,Old,597289.3240467814
1056,1414,4.0,3,Urban,1985,Old,229100.0
1057,1982,5.0,1,Urban,1974,Good,501500.0
1058,4023,5.0,2,Urban,1962,Good,1004750.0
1059,3467,2.0,1,Urban,1988,New,1030100.0
1060,930,4.0,3,Urban,1987,Average,205000.0
